x,y,Angular_velocity,Action
-0.947983,-0.31832087,6.906412,-0.8701010874028299
-0.79559,-0.60583544,6.537156,1.3712873458862305
-0.56922024,-0.8221851,6.2884727,0.826708197593689
-0.3105439,-0.950559,5.7958403,0.7795977592468262
-0.055743214,-0.99844515,5.1998606,1.5698539173415922
0.17760588,-0.9841017,4.686505,-0.8881957988640838
0.3609749,-0.9325755,3.8151994,0.49161720275878906
0.50448775,-0.8634188,3.18951,0.6075608730316162
0.61346644,-0.7897208,2.6330802,1.0522145897370447
0.69640344,-0.7176505,2.1986217,1.0535715818405151
0.7586866,-0.65145576,1.8184197,0.43264699095825065
0.80223584,-0.5970073,1.394725,1.6066112518310547
0.8362613,-0.54833114,1.1879612,1.4859225749969482
0.86261123,-0.5058675,0.9996012,-0.5822930271011191
0.87578124,-0.48270825,0.53285664,2.7228829860687256
0.8869011,-0.4619594,0.47082546,-1.504032641845514
0.8845511,-0.46644333,-0.10124897,-0.46896415573698347
0.87209105,-0.4893436,-0.5214261,2.484818696975708
0.8573184,-0.51478654,-0.5884338,-1.8723913915345087
0.82333857,-0.56755054,-1.2553824,1.0439361697016554
0.7777296,-0.628599,-1.5244548,1.0578993558883667
0.71678793,-0.6972912,-1.8372192,1.2581108808517456
0.63700855,-0.77085674,-2.1714709,1.303999423980713
0.53365004,-0.84570545,-2.5540135,1.3065965175628662
0.40162954,-0.91580224,-2.9923031,-0.11877130216929421
0.22646512,-0.9740193,-3.6969705,0.7385932207107544
0.012611833,-0.9999205,-4.316696,0.8609380578636512
-0.2321258,-0.97268575,-4.9374957,0.4280879497528076
-0.49201474,-0.8705869,-5.602797,-0.6802342054809758
-0.7394756,-0.6731833,-6.357772,-0.4686693412884684
-0.92420137,-0.38190556,-6.93296,0.41444337368011475
-0.9994222,-0.033989582,-7.1572227,0.5764105916023254
-0.94897825,0.31534153,-7.0962534,0.400671742322543
-0.7895022,0.6137477,-6.7996464,-0.04230503737926483
-0.55861366,0.82942796,-6.345681,-0.05194137990474701
-0.30138355,0.953503,-5.7314014,0.33961555485470596
-0.05784443,0.9983256,-4.965332,0.8640374942576194
0.14594918,0.9892921,-4.0869823,1.6457749827321235
0.29683802,0.95492786,-3.098147,-1.0309510231018066
0.41524252,0.90971076,-2.5365937,-0.9954966505909684
0.50414455,0.86361927,-2.003635,-0.3298792144840843
0.56353706,0.8260908,-1.4054024,-1.7032872438430786
0.6057655,0.7956432,-1.0413275,0.39484949930496027
0.6209829,0.78382415,-0.38536757,-0.005685230258520413
0.6130486,0.7900452,0.20164776,-0.27465088425261586
0.5828766,0.8125607,0.752984,-2.0213987827301025
0.53891134,0.84236246,1.0624045,1.3731404991306158
0.45657066,0.8896872,1.9001474,-0.8833573415024318
0.3451432,0.93855006,2.434909,-1.1601130643492845
0.20273599,0.97923344,2.964805,-0.9977673292160034
0.026669722,0.9996443,3.5495648,-1.5897747905966209
-0.17545578,0.9844873,4.0608315,0.9803264782694598
-0.41111878,0.9115818,4.946246,0.35964673554469595
-0.65022075,0.7597453,5.6838794,-0.45154088735580444
-0.850625,0.52577287,6.1859574,-0.40800315141677856
-0.9741951,0.22570741,6.519087,1.27728864468182
-0.9932414,-0.1160667,6.8799605,0.674817681312561
-0.8955923,-0.44487578,6.894133,0.8473588378886303
-0.6999888,-0.7141538,6.68758,-0.4703543726188508
-0.45405492,-0.8909737,6.0814114,0.6562523835723999
-0.19448288,-0.9809059,5.511619,-0.0624808588611403
0.042585257,-0.9990928,4.7665677,0.11217593135807657
0.24187897,-0.97030646,4.0340743,0.9669811725616455
0.4049018,-0.91436017,3.4513917,1.0362216234207153
0.5336614,-0.8456982,2.9210548,1.0542465448379517
0.6328047,-0.7743114,2.4449182,1.2795193195343018
0.70892704,-0.70528185,2.0561125,1.3941442735161145
0.76740843,-0.6411585,1.7362727,-1.8930864809998065
0.7976335,-0.60314244,0.97144085,2.617919683456421
0.821659,-0.56997937,0.81908405,2.6700456142425537
0.8408737,-0.54123133,0.69159955,1.2345063232307063
0.8533815,-0.52128685,0.470852,3.08503794670105
0.8631285,-0.5049843,0.37988687,3.2193267345428467
0.87063414,-0.49193108,0.30114862,3.369420289993286
0.8762867,-0.4817901,0.2322003,-1.5605067630184153
0.8673929,-0.49762392,-0.36321828,1.3541845617095767
0.85381675,-0.5205737,-0.5333085,0.25155370035677915
0.82992506,-0.5578749,-0.88600576,1.5404229512885053
0.7988048,-0.6015903,-1.0733485,-0.2598790690445676
0.749383,-0.6621368,-1.563523,-1.0860899974343
0.6713122,-0.7411747,-2.2230392,1.8319011485405392
0.57349926,-0.81920606,-2.504135,1.3229304552078247
0.44821367,-0.89392644,-2.9201,-1.1877682902151836
0.27282724,-0.962063,-3.7687101,0.8365901608592856
0.058059443,-0.9983131,-4.364769,0.5672036409378052
-0.19212697,-0.9813701,-5.0284233,0.43448495864868164
-0.46026435,-0.8877819,-5.699278,0.13070529699325562
-0.71426153,-0.69987893,-6.3455086,1.313355823866258
-0.9040873,-0.42734787,-6.673414,0.5319501101232857
-0.99540985,-0.0957039,-6.9141326,-0.9218824743567824
-0.9662976,0.2574275,-7.124193,1.7679309942970627
-0.82890123,0.55939496,-6.6659327,-0.03435055911540985
-0.6167157,0.78718597,-6.251539,-0.06449489295482635
-0.37186983,0.9282849,-5.670824,-0.020224735140800476
-0.13175608,0.99128217,-4.977644,-0.12468360364437103
0.08041702,0.9967613,-4.252885,1.5239104217291306
0.24191628,0.9702971,-3.2767272,-0.3123418076407516
0.36546573,0.9308248,-2.5958557,-1.4052058458328247
0.46138796,0.8871985,-2.1085181,-0.4798338382106948
0.5272099,0.8497351,-1.5150943,-1.7611404657363892
0.5748427,0.81826395,-1.141964,-2.038226842880249
0.60822713,0.793763,-0.828266,-0.4482269416684961
0.6200717,0.7845451,-0.30017784,-2.0282645225524902
-0.9194874,-0.39311942,-0.43567842,-1.8706301450047333
-0.93817854,-0.3461517,-1.0111126,1.659203630558764
-0.9546323,-0.29778716,-1.0218457,1.5345481898085636
-0.96850944,-0.24897677,-1.0150039,-2.5741822719573975
-0.9844578,-0.17562126,-1.5017365,-0.9570630084020033
-0.996158,-0.08757387,-1.7770119,-2.8097660541534424
-0.9998109,0.019447187,-2.1426923,-3.093104124069214
-0.9900965,0.14038847,-2.4281068,1.2638042112023529
-0.96952397,0.24499643,-2.133245,-3.6124746799468994
-0.93590003,0.3522657,-2.2494977,-1.1420372050014524
-0.892553,0.45094255,-2.1566038,1.8116683618720644
-0.85504776,0.51854926,-1.5466467,-3.1549506187438965
-0.8150156,0.579439,-1.4577347,-1.4517178659700987
-0.77751875,0.62885976,-1.2409133,-2.1023595333099365
-0.74280286,0.66951025,-1.0692685,-2.0297911167144775
-0.71308607,0.7010765,-0.86713576,-1.8122268915176392
-0.69126064,0.7226055,-0.6131624,0.9196228981018066
-0.69366795,0.7202949,0.06673516,-0.2593969935405114
-0.7138435,0.7003053,0.5680468,3.9738898277282715
-0.76085854,0.6489178,1.3932757,-0.005802813055771239
-0.81838197,0.57467467,1.8790936,4.3096842765808105
-0.8862079,0.4632878,2.6100998,4.051758289337158
-0.9496049,0.31344938,3.2575655,-1.5566994659974802
-0.9878775,0.15523559,3.2591476,4.080833911895752
-0.9996105,-0.02790917,3.6755743,-1.830144030973321
-0.980674,-0.19564866,3.3801208,3.496025323867798
-0.93102384,-0.36495835,3.5333843,-0.5651670285428931
-0.86162555,-0.5075445,3.1748905,-0.4121677379375628
-0.78447145,-0.62016493,2.732407,-1.7372420537265598
-0.71840626,-0.69562376,2.006697,0.8617843985557556
-0.65998304,-0.7512805,1.6142468,0.5216024359883362
-0.6165435,-0.78732085,1.1290269,-0.6088540544974057
-0.598786,-0.80090904,0.44720808,1.7000283021191271
-0.59471244,-0.8039385,0.10153051,-1.3998827545305246
-0.62292653,-0.7822803,-0.71140575,-1.7833290784157905
-0.68219393,-0.7311713,-1.5656154,0.45624059438705444
-0.75328124,-0.6576986,-2.0455577,0.3300820589065552
-0.8291038,-0.55909467,-2.4893193,0.06470002233982086
-0.901165,-0.43347624,-2.8989353,-0.018314972519874573
-0.95909536,-0.28308314,-3.2267897,-0.24189397260575385
-0.9935954,-0.11299606,-3.4753864,-0.2361991837572326
-0.997787,0.06649116,-3.5955632,-2.047612428665161
-0.9666914,0.25594485,-3.8456948,-0.5317653167177063
-0.9023953,0.43090916,-3.733501,-2.674861192703247
-0.80742854,0.5899654,-3.710319,-2.657674789428711
-0.6899269,0.72387904,-3.567845,-2.668151617050171
-0.56062573,0.82806927,-3.3249357,0.40297332240464767
-0.44660687,0.89473027,-2.6434379,-1.3729459047317505
-0.34670207,0.9379753,-2.1783319,0.6620934624116046
-0.2814223,0.959584,-1.3755364,-0.00320458070818308
-0.24978627,0.968301,-0.65632915,-1.810395359992981
-0.24001023,0.97077036,-0.20166269,0.27819764614105225
-0.2674866,0.9635616,0.56814474,-0.2359403210086617
-0.32740402,0.9448844,1.2554249,0.09888509315587779
-0.41914275,0.90792036,1.9789209,1.8622856326567336
-0.5475731,0.83675784,2.939204,1.9035598039627075
-0.69762444,0.7164636,3.8523064,0.5882357366109283
-0.8392872,0.5436883,4.4778895,-0.15618188590751148
-0.94548553,0.32566407,4.8622284,1.3172396895413825
-0.99778897,0.066461846,5.3040624,2.5327401161193848
-0.97672296,-0.21450457,5.6539087,2.641616106033325
-0.8747697,-0.484539,5.7930303,-1.9818531677369982
-0.7231436,-0.6906977,5.132348,2.8190414905548096
-0.5334098,-0.84585696,4.9143248,2.751324415206909
-0.327475,-0.94485986,4.579932,2.6972053050994873
-0.12473984,-0.99218947,4.171287,2.536120653152466
0.061253265,-0.9981223,3.7271452,-0.20172886574473692
0.20719448,-0.9782998,2.9482942,-0.2944072426026172
0.3119329,-0.9501041,2.1704082,1.7626850284441362
0.392491,-0.9197558,1.7222328,-0.15370123238849187
0.43838987,-0.89878494,1.0093608,0.6004382371902466
0.45740363,-0.88925916,0.4253378,-0.5663905649723753
0.44282326,-0.89660895,-0.32656518,1.0455948114395142
0.40468645,-0.91445553,-0.84218264,1.1612590551376343
0.34190577,-0.9397342,-1.3538355,1.3159427864205981
0.25309873,-0.9674405,-1.8612447,1.179275631904602
0.13497204,-0.99084944,-2.4099336,1.326279106392053
-0.012320895,-0.9999241,-2.954129,0.7423851490020752
-0.19078024,-0.98163277,-3.592714,-0.35615101687751105
-0.399595,-0.9166918,-4.3823614,0.3967241644859314
-0.614375,-0.78901416,-5.0103717,0.04192093014717102
-0.80837464,-0.58866835,-5.5958443,0.20637023855219372
-0.9463365,-0.323183,-6.00639,0.6923971583487507
-0.9997614,-0.021843448,-6.1449175,0.37977343797683716
-0.96011823,0.2795943,-6.104334,1.7981533990582355
-0.84479344,0.53509253,-5.6249156,-0.09124128520488739
-0.67746806,0.7355522,-5.2372823,-0.23409895598888397
-0.48667392,0.87358373,-4.7207327,-0.6623497605323792
-0.29555213,0.9553266,-4.1648974,-0.5651113986968994
-0.12306219,0.992399,-3.5331693,-0.815569281578064
0.02218351,0.9997539,-2.9112055,-1.2009676694869995
0.13881238,0.9903187,-2.341535,-0.9484010304194115
0.22438793,0.9744999,-1.7410563,-2.203115224838257
0.28769955,0.9577207,-1.3101814,0.568918021589178
0.31186152,0.95012754,-0.5065532,-2.3558528423309326
0.31632164,0.948652,-0.09395747,-0.30262949276584816
0.28905797,0.9573116,0.5721371,-1.4520314931869507
0.23734015,0.9714266,1.072316,0.09601910540698544
0.14831321,0.9889404,1.8152889,-0.40098291635513306
0.02401775,0.9997115,2.496847,1.268937257418397
-0.14729066,0.98909324,3.436971,-0.3906407356262207
-0.3465008,0.9380497,4.120195,0.2847138860127214
-0.5622964,0.82693577,4.8664393,-0.18719632923603058
-0.7643859,0.64475906,5.4585614,-0.8570882147066117
-0.917109,0.39863655,5.8135676,1.3442876722357822
-0.99555516,0.09418047,6.314188,1.5741487492187791
-0.97211075,-0.23452221,6.620946,1.2896151542663574
-0.8426277,-0.53849655,6.6384964,1.3132566213607788
-0.62923133,-0.77721804,6.4316125,0.858694314956665
-0.37248817,-0.9280369,5.9775033,1.7735113867611467
-0.1041245,-0.9945643,5.547502,-0.5918251306209079
0.13094951,-0.99138904,4.7128053,0.4457087516784668
0.3270051,-0.9450226,4.03612,0.43730175495147705
0.48186344,-0.87624633,3.3929482,-1.8004987946888087
0.5859602,-0.8103398,2.4656885,0.623992213741122
0.6621177,-0.74939984,1.9515325,-0.8696207720127722
0.70795125,-0.70626134,1.2590394,2.46439266204834
0.74334705,-0.668906,1.0293435,-0.4095820260931706
0.7587367,-0.6513974,0.46622667,1.7776274681091309
0.7666375,-0.6420802,0.24432273,1.5321168899536133
0.7663992,-0.64236456,-0.007419884,-1.6290998400542835
0.74232846,-0.67003614,-0.7335583,0.8671332597732544
0.704159,-0.7100423,-1.1060154,-1.147290993420563
0.63708156,-0.7707964,-1.8106408,0.795169225573197
0.5457072,-0.8379759,-2.2694628,1.284675121307373
0.42772165,-0.9039105,-2.7052433,1.723712579537668
0.28186727,-0.9594534,-3.1246192,0.9885329008102417
0.10077193,-0.9949095,-3.6959295,0.673937976360321
-0.11584708,-0.99326706,-4.341021,0.525987446308136
-0.35831407,-0.9336011,-5.007073,0.3236655592918396
-0.60470676,-0.7964482,-5.6587243,0.030927076935768127
-0.82031906,-0.57190615,-6.251421,0.1977733075618744
-0.9620732,-0.2727915,-6.650685,0.467510461807251
-0.9980184,0.06292261,-6.785152,0.31394691674589614
-0.9220287,0.38712147,-6.690868,1.7156651229349533
-0.76182765,0.64777976,-6.143177,-0.07802735269069672
-0.5502617,0.8349923,-5.6690464,1.1627796918979918
-0.33278778,0.94300175,-4.8683853,-0.4006744623184204
-0.1278457,0.99179405,-4.221235,-0.41437602043151855
0.048761386,0.99881047,-3.5395458,-0.786379337310791
0.19298209,0.9812023,-2.9083948,-1.9440219631305733
0.31210253,0.95004845,-2.4640965,-1.6468578577041626
0.40532538,0.9141725,-1.9985888,-1.4242885596975499
0.47385636,0.8806022,-1.5266027,-1.9576693773269653
0.5240974,0.85165834,-1.1598015,-0.3647870011785117
0.54839504,0.8362194,-0.5757758,-2.149404287338257
0.5587471,0.8293381,-0.24861129,-2.237342596054077
0.5557,0.8313829,0.07339229,-2.1423845291137695
0.53909165,0.8422471,0.39692944,-1.9053581953048706
0.5074455,0.86168385,0.7428111,-1.9796284437179565
0.45965898,0.8880955,1.0921297,-1.8869599103927612
0.39296457,0.91955364,1.4751574,-0.3839712180774937
0.29407918,0.95578104,2.1072268,-0.8397849798202515
0.16285858,0.9866494,2.6980948,1.9926368686523963
-0.02325955,0.99972945,3.7369776,0.468368734556857
-0.24848235,0.96863645,4.5570297,-0.022125753907218826
-0.4926415,0.87023234,5.2801886,-0.5149273872375488
-0.7228402,0.6910152,5.8556237,0.6510015014107684
-0.9050429,0.42532036,6.471535,-0.43714439868927
-0.99469316,0.10288576,6.7249537,0.4027364253997803
-0.97132415,-0.23775923,6.8625283,0.9128686337483582
-0.83585095,-0.54895645,6.8211393,-0.2622518417663482
-0.621908,-0.7830903,6.3700843,0.9355610609054565
-0.36629283,-0.9304996,5.923101,0.7566472291946411
-0.10787534,-0.9941644,5.338723,0.6529408693313599
0.12612954,-0.99201375,4.691041,-1.711372918233141
0.30599424,-0.95203334,3.6903245,0.9518442877424929
0.45015278,-0.89295155,3.1190763,1.5129011869430542
0.5652624,-0.8249112,2.6762977,1.49289071559906
0.6554881,-0.7552055,2.281548,1.7039713876355491
0.7266037,-0.68705684,1.9707395,1.2608672380447388
0.7805808,-0.62505484,1.644577,1.2873798608779907
0.82150143,-0.57020646,1.3688929,-1.8850943214229723
0.8398261,-0.54285544,0.65847385,2.7848713397979736
0.85446984,-0.519501,0.55133224,2.888333559036255
0.86623394,-0.49963862,0.46170652,0.16663464357762114
0.86901766,-0.49478108,0.11197276,3.3243422508239746
0.87002736,-0.49300346,0.040886953,1.294453800863531
0.8666873,-0.49885178,-0.13469757,2.9483742713928223
0.86143124,-0.5078742,-0.2088364,-0.8516949576118824
0.84266096,-0.53844446,-0.7174963,1.644222617149353
0.81831396,-0.57477146,-0.87469625,1.039119005203247
0.7839333,-0.6208451,-1.149907,-0.1260448239713554
0.73063654,-0.6827666,-1.6344476,1.1810165643692017
0.6599748,-0.7512877,-1.96937,-1.7460343594261016
0.5489004,-0.8358878,-2.794741,1.3000768423080444
0.40750104,-0.9132047,-3.2266452,1.0748604536056519
0.23011898,-0.97316253,-3.7503197,1.1571002266653032
0.016867803,-0.9998577,-4.306627,-0.46405445763363184
-0.23715651,-0.9714714,-5.126128,0.4123269319534302
-0.504741,-0.8632708,-5.7928824,0.09820772707462311
-0.7515194,-0.659711,-6.4256043,0.13053172826766968
-0.9303633,-0.3666389,-6.900808,1.8640510643132822
-0.99953234,-0.030580014,-6.8961797,0.5325015783309937
-0.9519125,0.3063699,-6.8392396,0.7460715733582766
-0.8043268,0.5941872,-6.4975514,0.6414035953196646
-0.5945908,0.8040285,-5.9557004,-0.06726549565792084
-0.36032674,0.93282616,-5.3627687,0.5086702893766586
-0.13882586,0.9903168,-4.5868487,-1.86227665617854
0.066847034,0.9977632,-4.1234527,-1.7732117902429678
0.95079046,-0.30983472,-0.19029099,-1.9290879863726231
0.9391597,-0.3434808,-0.71203023,3.7998833656311035
0.92713505,-0.3747274,-0.66964084,-1.5961357863607244
0.903209,-0.4292011,-1.1901067,1.8740156888961792
0.87510026,-0.4839416,-1.2309052,1.1366911709519951
0.838473,-0.5449431,-1.4233577,0.8807331323623657
0.78918284,-0.6141583,-1.6999551,1.378382308620039
0.7255178,-0.6882034,-1.9538164,1.2902674674987793
0.64265996,-0.76615155,-2.276429,1.3238662481307983
0.5357046,-0.8444055,-2.6524625,1.3053287267684937
0.39938286,-0.9167842,-3.0899673,0.44977517176669934
0.22343694,-0.9747184,-3.7100892,0.6965585967082464
0.008506818,-0.9999638,-4.336644,0.5603910088539124
-0.23927686,-0.9709514,-5.002558,0.9865130047018233
-0.4975402,-0.86744094,-5.582795,0.770026099288585
-0.7356694,-0.67734087,-6.1178718,0.0930485725402832
-0.9157016,-0.4018589,-6.6119204,0.374975323677063
-0.9975023,-0.0706337,-6.857068,0.5336023569107056
-0.96355516,0.26750967,-6.830003,0.528771044070635
-0.8262885,0.56324714,-6.550055,-1.0111184553706027
-0.61194825,0.7908978,-6.2792873,-0.616115716825012
-0.36123785,0.9324737,-5.7785316,-0.014707311987876892
-0.115269125,0.9933343,-5.0813823,-0.07081268727779388
0.10164838,0.9948204,-4.3470035,-0.3660620450973511
0.2807871,0.9597701,-3.6557975,-0.6372243762016296
0.42249092,0.9063672,-3.0315535,1.8978599743712352
0.5137472,0.8579416,-2.0670993,-1.373072862625122
0.5818707,0.8132813,-1.629604,0.336743835241764
0.6205811,0.78414226,-0.9691314,0.8754050699321305
0.630323,0.776333,-0.24971393,-2.0156610012054443
0.62905926,0.77735734,0.032535806,-2.0590121746063232
0.61671656,0.7871853,0.3155538,-1.9512721300125122
0.5922933,0.8057224,0.613252,-1.9982510805130005
0.5547079,0.8320452,0.91780615,-2.0270917415618896
0.50200874,0.86486256,1.24184,-1.9413694528816432
0.43132037,0.90219885,1.5992815,-1.2457281883040787
0.3349029,0.94225264,2.0890713,-0.052679112089813795
0.20073609,0.9796454,2.787859,1.243513469974264
0.016652476,0.99986136,3.70912,0.4812220539329477
-0.20836867,0.97805035,4.5311995,-0.7931150794029236
-0.45038384,0.892835,5.14577,-0.522262454032898
-0.6845951,0.72892356,5.7370567,-1.7364093299290597
-0.870005,0.49304292,6.0232882,0.5792031778526012
-0.9817034,0.19041644,6.479951,-1.3092893139247384
-0.9915966,-0.12936854,6.4263697,-0.8411020681040937
-0.9047981,-0.42584088,6.203178,-1.9037944569716925
-0.75193596,-0.65923613,5.598228,0.5060635104591626
-0.5580287,-0.82982165,5.1797104,1.633900805748243
-0.3446697,-0.93872404,4.802429,2.552168607711792
-0.13158485,-0.99130493,4.3983865,1.1989798701977117
0.059734587,-0.9982143,3.8347547,2.5424704551696777
0.22707665,-0.9738769,3.3860939,-1.0258654603229576
0.34680748,-0.9379363,2.5018065,2.075737237930298
0.44312614,-0.8964593,2.0983543,1.9620546102523804
0.5185026,-0.8550761,1.720318,1.6871545314788818
0.5742625,-0.8186712,1.3320841,0.8767223358154297
0.6085107,-0.79354566,0.849589,0.4502277970314026
0.6212059,-0.78364736,0.32196394,0.7380712032318115
0.6151117,-0.78844,-0.1550609,1.7128411129786487
0.59563375,-0.80325615,-0.48946473,-0.8443975578150664
0.5456177,-0.8380342,-1.2185665,-1.0684420255158185
0.45890123,-0.8884873,-2.0073586,1.2628893852233887
0.34528607,-0.9384975,-2.4842906,1.2186280488967896
0.20089859,-0.97961205,-3.0053694,0.28192232959423746
0.017384747,-0.9998489,-3.6977901,0.4699456202569321
-0.20011336,-0.97977275,-4.377185,0.4911251664161682
-0.43801636,-0.898967,-5.038346,-1.0570191041864607
-0.6794018,-0.73376644,-5.871124,0.03186063468456268
-0.8761327,-0.48206994,-6.4166694,0.2915637493133545
-0.9862054,-0.16552603,-6.7344875,0.5219470858573914
-0.98512,0.17186804,-6.7803397,1.8118019682988291
-0.88152725,0.47213313,-6.3796687,-1.0842476719286172
-0.6959033,0.7181355,-6.1882057,-0.07552407681941986
-0.4676501,0.8839137,-5.660933,-1.2801313065784021
-0.22518167,0.9743168,-5.190017,1.5551682778529274
-0.015828608,0.9998747,-4.2260046,-0.41213178634643555
0.16037112,0.9870568,-3.537918,0.5351897704246498
0.29258975,0.9562381,-2.7173471,-1.4263755083084106
0.39644402,0.9180589,-2.214125,-1.6671688556671143
0.4762834,0.87929183,-1.7756561,1.603955055634366
0.5143099,0.85760444,-0.8755939,1.241789752721179
0.51628625,0.8564161,-0.046122137,-2.23637318611145
0.503547,0.86396784,0.29618993,-1.918648362159729
0.47492686,0.88002527,0.65636855,-1.9348629713058472
0.42916945,0.903224,1.0261581,-1.8186838626861572
0.36351135,0.9315898,1.4307735,1.2418672174843914
0.25345194,0.967348,2.3157458,-0.17093481144888312
0.1052708,0.9944436,3.0156167,0.07791837358880649
-0.083094716,0.9965417,3.773137,-1.7233581621589398
-0.2919764,0.95642555,4.2620397,1.125612579068159
-0.5258402,0.8505834,5.1482005,1.4061752208603964
-0.7536225,0.6573075,5.9970646,-1.4011878486417633
-0.91979164,0.39240706,6.2798667,-0.41154592118032873
-0.9969887,0.077547155,6.51244,1.794709984324529
-0.96525854,-0.26129663,6.839807,0.9846516847610474
-0.8231034,-0.5678915,6.7915325,-1.995263100058137
-0.61590815,-0.78781796,6.066324,1.452224850654602
-0.36987406,-0.9290819,5.6932945,0.23252084483269142
-0.12696183,-0.9919076,5.0313616,-1.6047978485822298
0.07495976,-0.99718654,4.046711,2.138834238052368
0.25221753,-0.96767056,3.5988212,1.32178313767713
0.39726806,-0.9177026,3.0713356,2.2905781269073486
0.5164421,-0.8563221,2.6830587,1.7555680625627503
0.6114553,-0.79127896,2.3041523,0.4447520555505813
0.679271,-0.73388755,1.7774059,2.600759983062744
0.73326963,-0.67993796,1.5269903,1.332802373621865
0.7732599,-0.63408923,1.2169571,2.491572141647339
0.80521363,-0.5929848,1.0413902,-0.2580165424083325
0.821441,-0.57029355,0.5579491,2.7364819049835205
0.8335178,-0.5524926,0.43022895,2.8265042304992676
0.842139,-0.5392605,0.31585953,2.8937931060791016
0.8477922,-0.5303286,0.21141413,0.7156037867080913
0.845691,-0.5336728,-0.07899171,2.6198325157165527
0.8408742,-0.5412306,-0.17924634,0.5224746212669844
0.82689095,-0.56236225,-0.5067981,-1.3649292530907
0.7937143,-0.60829073,-1.1333092,0.8717083930969238
0.7472754,-0.6645144,-1.458771,1.0913256406784058
0.6847638,-0.7287651,-1.793458,1.269213080406189
0.6026335,-0.7980181,-2.1496499,0.2732726746391174
0.48943213,-0.8720414,-2.7071724,1.2769218683242798
0.3456723,-0.93835527,-3.1696653,1.0372835397720337
0.16628718,-0.98607737,-3.7178392,0.706895112991333
-0.05048346,-0.9987249,-4.351363,0.5446709990501404
-0.2968958,-0.95490986,-5.018706,0.3889259099960327
-0.5524225,-0.8335642,-5.6765494,0.06830574572086334
-0.7832284,-0.6217341,-6.2914767,0.1544177383184433
-0.94466513,-0.32803625,-6.734615,0.44504475593566895
-0.9999342,0.01146996,-6.913885,0.47919718464646
-0.93829125,0.3458461,-6.833403,-0.009444280724689058
-0.776369,0.6302787,-6.575435,-1.3867160232131428
-0.54244727,0.84008986,-6.310734,-1.1433543818319043
-0.27706584,0.96085095,-5.8521695,0.013520792126655579
-0.024261514,0.9997057,-5.1295033,-1.3612769457285419
0.20350046,0.97907484,-4.583915,1.2442211640095162
0.37841251,0.92563707,-3.662976,0.08951171738739783
0.5105693,0.85983664,-2.9553216,-0.9948387145996094
0.61219233,0.7907089,-2.4596698,-0.3774344720081304
0.6852835,0.7282764,-1.9232534,-0.860449492931366
0.73813283,0.6746554,-1.5061135,0.15327102725387665
0.7702003,0.63780206,-0.9771313,0.5763738589809408
0.78318477,0.6217891,-0.41232365,1.674592009385076
0.7736052,0.6336679,0.30520695,0.09656765771830367
0.74781436,0.6639079,0.79494303,-2.1189587116241455
0.7139477,0.700199,0.9928739,-2.0882787704467773
0.6700076,0.7423543,1.2180232,-2.08318829536438
0.6134956,0.7896981,1.4747889,-1.9706717729568481
0.5412361,0.8408707,1.7714617,-0.4476773597903527
0.4396045,0.89819145,2.334963,-1.2481504678726196
0.30895025,0.9510782,2.8213842,-1.1604241132736206
0.14553888,0.9893525,3.360629,-1.0552247762680054
-0.051138043,0.9986916,3.9443598,-0.44468367416820387
-0.27875182,0.96036315,4.626676,-1.9841583660933053
-0.509807,0.8602888,5.0493245,-1.8222972077967623
-0.7215374,0.6923755,5.4211965,-0.2080383151769638
-0.89187944,0.45227322,5.9092727,1.178951550364706
-0.9890611,0.14750627,6.42532,0.710901141166687
-0.9831046,-0.18304488,6.642585,1.1582516431808472
-0.868794,-0.4951737,6.679039,1.5695046076130423
-0.66358995,-0.7480965,6.5430846,0.8162518739700317
-0.40811184,-0.9129319,6.1044497,0.06156918990901383
-0.14838555,-0.98892957,5.4289865,-1.3318439634083927
0.07536853,-0.9971557,4.4875126,0.9582505878371119
0.2663548,-0.96387506,3.8833833,-0.6302542916219638
0.41041234,-0.91190004,3.065939,-1.1575867519748164
0.50839937,-0.8611214,2.208376,-1.1339471980598983
0.5670724,-0.82366794,1.3924427,-0.4984400132138065
0.5955446,-0.80332226,0.6999257,1.037208471858552
0.6056593,-0.7957241,0.2530153,0.7728649377822876
0.596555,-0.8025722,-0.22784802,-0.3455957726751402
0.5606089,-0.8280807,-0.88161653,-0.4843516643404939
0.49371317,-0.8696248,-1.5753298,1.2643595933914185
0.40269545,-0.91533405,-2.0378945,1.8789427473799902
0.2881861,-0.9575744,-2.4425535,1.5328990603673596
0.14527613,-0.98939115,-2.9307995,1.9207541403816508
-0.023442281,-0.99972516,-3.3847299,0.6581977605819702
-0.22333458,-0.9747418,-4.0357943,-0.44733327446783155
-0.45014852,-0.8929537,-4.8339505,0.24686677753925323
-0.6744824,-0.7382909,-5.4666357,0.24188878438976857
-0.8621343,-0.5066799,-5.9840703,-1.1772302867880309
-0.97920406,-0.20287797,-6.540665,0.4883795380592346
-0.9919865,0.12634364,-6.6195664,0.3481013774871826
-0.9003114,0.43524635,-6.472594,0.28851364012968217
-0.727959,0.68562067,-6.102882,1.093322828314395
-0.51765424,0.8555899,-5.424668,1.946628908575812
-0.31414688,0.9493744,-4.490981,0.007820263774390046
-0.13029751,0.9914749,-3.7777772,1.9612038567078844
0.0063304356,0.99998,-2.7399905,-1.329473614692688
0.11554316,0.99330246,-2.1894264,-1.9395760297775269
